gene	K_18	K_19	G_20	K_21	K_22	K_23	G_24	G_25	G_26	G_27
212823_s_at	136.8	130.3	207.5	213.5	239.5	156.5	268	222.5	213	332.3
212824_at	84.5	85.3	122.3	127.5	162.3	108.3	121.5	120	159.8	177.8
212825_at	154.5	219.5	178.8	169.3	228.5	155.8	175.8	176.3	200.8	240
212826_s_at	961.3	2580.5	2937.3	1668.8	2110.3	874.3	2125.8	2243.5	2436.8	2574.8
212827_at	3841.8	4372.8	7014.5	3678.8	7090.8	4167.3	6594.5	6394.3	7168	5059
212828_at	102.8	102.8	155.8	158.5	170.3	107.8	183.5	161	203.5	214.3
212829_at	339	395.3	781	583.3	453.5	378.5	642	694.3	876	750.3
212830_at	92	132.5	231.8	160.3	174.8	166.5	256.5	219.3	257.5	322
212831_at	132.3	113	183.5	190.3	178	128.5	170.8	184.5	174.3	274.8
212832_s_at	203.8	210	277.3	254.5	331.8	234	269.3	303	307	363.5
212833_at	193.3	221.5	285.5	274	322.8	184.8	340.5	323.3	352.3	320.5
212834_at	117	93.8	158.3	142.3	176.5	123.8	158.3	145.5	170.3	257
212835_at	170.3	112	197.5	183.8	218	151.8	209.8	194	242.5	241
212836_at	136	128.8	155.5	180.3	228.3	150	162.3	154.3	181.5	244.3
212837_at	263.3	208.8	307.5	329	432.8	277.3	312	332	343.5	424.8
212838_at	324	455.5	352	484.8	954.5	534.3	276.3	279	341	449.8
212839_s_at	88	91.8	98.5	116.3	112	83.3	115.3	94.5	137.8	191
212840_at	150.8	115	257.3	216.8	232.8	169.3	206.3	248.5	259.5	332.5
212841_s_at	204	110.5	189	185	251.8	198.5	211.3	180	263.8	410
212842_x_at	300.8	318.3	384.3	340.5	458.8	266.5	515.5	438.5	425	348.5
212843_at	131.3	99	158	147	155.3	108.5	162.3	135.3	160.5	253.3
212844_at	156	141.5	214.5	243.8	259.3	143.5	219.3	222.8	277.3	358.5
212845_at	114.5	101.3	188.5	160.5	147.5	103.5	216.5	196.3	216.5	298
212846_at	147.3	185.8	199.8	167	263.5	175.8	175	206	263.8	271.3
212847_at	166.5	207.5	204	196.8	207.3	229.5	206	271	257.3	234
212848_s_at	139	106.5	159	185.8	193.5	141	162	168	176.3	241
212849_at	342.8	308	496.3	452.8	591	404.3	457.8	497.5	498.5	525.5
212850_s_at	120.3	84.5	139	143.8	157	122	135	124	130	227.3
212851_at	125.3	105.8	168.8	211.3	201.5	125.8	221.3	190.8	183.3	246.3
212852_s_at	360.8	430.5	550	382.8	379.8	495	482.3	606.8	568.5	519
212853_at	119.5	108.8	158.5	192.3	198.5	130.8	141.8	209.5	205	238
212854_x_at	660.3	708.5	1098	1077.5	1501.3	730.5	1121.3	1376.5	1717	938.3
212855_at	84.5	89.5	114.5	114	139.8	100.8	125.3	130.3	156.8	168
212856_at	124.3	93.3	203.5	265.5	146.3	112.3	219.3	170.5	316	329.5
212857_x_at	259.5	400	831.3	634	676.3	353.8	1176	1030	1285.8	810.3
212858_at	151	116	154.8	219.3	201.8	138.5	165.5	169.5	186.3	335.5
212859_x_at	270.5	240.8	455.8	410.8	427.8	280.5	369	320.8	437.5	428
212860_at	169.5	223.3	268	280.5	353	228.5	237.8	230.5	280.3	335.8
212861_at	157.3	176	241.8	194	291.3	180.3	218.8	234.3	264.3	351.3
212862_at	140	134.8	276	248.3	324.3	163.8	278.5	243.3	326	383.5
212863_x_at	483.3	454.5	900	787	1140.5	464.8	666.3	1064	1092	942.3
212864_at	152.5	137.5	177.8	201.3	242.3	172.3	175.3	191.5	221.5	277.3
212865_s_at	66.5	63	78	94.8	97.5	78.3	99.5	83.5	92	152.3
212866_at	127.3	141.5	156	180	220	135.5	147.3	158	206.8	228.5
212867_at	133.8	223.3	316.3	138	272.8	149	232.8	310.8	314.5	331.8
212868_x_at	164.3	150.3	238.5	231.8	266.8	151.8	201.5	197.8	274.8	393.8
212869_x_at	8040	7391.3	11665	10279.8	10473.3	7109.5	17684.5	11618.5	11221	9045.5
212870_at	138	191.8	236.5	241.8	313.3	168.8	209.8	284	306.5	278.8
212871_at	116	149.8	255	200.8	246.3	131	186.8	221.8	219.5	277.3
212872_s_at	148.5	114.8	148.3	153	209.3	166	159.8	172.3	173.3	270.8
212873_at	1033	1398	1493.3	1055.5	1482.8	1322	1302.8	1424.8	1370.5	1381
212874_at	107.8	88	134.3	165	151	110.5	152	141.3	152.5	270
212875_s_at	188	199.8	189.5	228	287.8	160.5	206.5	201	197	254.3
212876_at	152	130	204.3	222.8	195.5	144	162	186	199.5	300
212877_at	92.5	78.8	136.3	134.3	175.3	132.8	118.8	144.3	144	213.5
212878_s_at	153.3	125.8	215.8	233.3	284.5	187	167.8	211.5	226.3	331.3
212879_x_at	196	137	262.8	241	256.5	189.8	194.5	222.5	232.3	311.3
212880_at	152	126.5	216.5	204	231	164.3	175	177	257.3	276.3
212881_at	112.5	116.3	124.8	144	176	126.5	118.3	124	145.5	222.5
212882_at	210.3	189.3	262.5	284.8	346	232	253	277.5	292.8	358.5
212883_at	99.8	78	107.5	107.5	130	95.8	111.3	100	128.5	239.3
212884_x_at	125.3	103.5	166.3	177.3	199	157	188	153	207.3	374
212885_at	183.3	180.5	241.8	245	269.3	206.3	219.3	206.8	253.3	351.3
212886_at	303.5	374.3	439.3	415.3	472.5	291.5	330.3	353	445.8	343.8
212887_at	85.5	89	105.3	132.5	136	93.5	101.3	117	148	178.8
212888_at	183	146.8	212	229.8	242.5	256.5	196.8	294.3	415.5	230.3
212889_x_at	137.3	116.8	178	224	221.3	146.8	192	182.5	194.3	249
212890_at	320.8	311	522.5	406.5	593	474.3	483.5	411.8	476	485.8
212891_s_at	110.5	113.8	139.5	139.8	167.3	133.5	161.3	145.8	159.3	267.5
212892_at	161.5	140.5	213.8	212	288	173.3	210.5	223.8	233	344.3
212893_at	138.5	153.5	194.5	207.5	197.8	181.8	184.3	216.8	261.3	247
212894_at	148.8	137	225	225.8	269.8	173	210.8	221.5	236	296.5
212895_s_at	376.3	471.5	328.3	418.8	825.8	449.3	293	343.5	422	387
212896_at	231.5	227.3	285.3	277.5	388.3	251.3	352.8	316.3	299.8	383
212897_at	277.5	251	360.8	411.8	344.8	286.5	355.3	431.5	367.3	422.3
212898_at	117.5	130.3	177.3	149.3	269.8	139.5	157.8	179.8	175	248
212899_at	194.8	260.5	328.3	265.5	294.8	292	321	369.8	356	390.3
212900_at	170	145	155.5	151.5	212	150	209.3	181	205	230.3
212901_s_at	161	171.8	193.5	189.5	262	190.5	201.8	218.3	207.8	227
212902_at	104	87.3	143.8	153.3	152.8	91.5	185.5	134.8	181.3	207.8
212904_at	262.5	335.8	365.5	310.3	607.3	330.3	303.3	333.3	355.5	372.3
212905_at	92.3	102	135.8	136.3	155.3	117.3	118.3	129.8	147.3	174.3
212906_at	157	155.3	165.8	240.5	280.8	227.5	196.3	171.3	220.5	279.5
212907_at	148.3	137.3	136.8	184.8	226.5	154.3	162.5	160.5	193.3	245
212908_at	236.3	263.3	281.3	297.8	499	272.3	346.3	258	293	354.5
212909_at	132	91.5	123	165.3	182.8	121.3	149.5	160	145	268.8
212910_at	299	278	339.8	296	539.3	201.5	256.3	291	349.5	371.5
212911_at	104.3	102.5	100.8	133	152.5	126.5	100	117	133.5	184.5
212912_at	105.5	97.3	138.3	192	316.8	193.8	143.3	157.5	171.3	186
212913_at	115.3	108	163.3	176.8	245.3	174.3	170.3	207	211.8	463.3
212914_at	784.5	1081	797	865.3	2734.8	796.5	635.3	601.5	730.8	677.5
212915_at	63.3	58.3	67.3	72.3	77.5	67.3	77.5	69.3	89	172
212916_at	182.8	134.8	228.8	269.3	276.3	186.5	208.5	253.3	224	249.5
212917_x_at	102	101.3	158.8	223.8	148	135.3	117	145.8	215.8	185
212918_at	116	155.5	187	188	206.3	141.3	162.5	192	208.3	244
212919_at	311.5	315.3	306.3	464.8	316	304.3	299.5	327.3	361.3	361.5
212920_at	108	93.3	134.3	181.3	146	98.5	115.8	132	166.5	197
212921_at	138	119.5	168.8	156.5	267.8	153.3	169.3	174.8	205	226
212922_s_at	237	252.3	311.8	273	517.5	305	393.3	328.8	381	442.5
212923_s_at	144	99.5	192.5	193.8	174	125.5	181.3	188	225	279.3
212924_s_at	123.5	89	116	123.5	162.3	102.8	144	116.3	143.8	279
212925_at	216	176.5	289.5	221.3	386	197.3	288.3	295.8	312.3	516.3
212926_at	125.5	142	165	173.3	167.3	106	149.3	189	155.8	269.8
212927_at	116.5	86	106.5	99	139.5	91.8	127.3	173.8	171.3	197.8
212928_at	139.3	169.8	378.5	225	456.3	177.5	264.3	289	355.8	338
212929_s_at	191	257.5	256.8	251	282.5	204	207.5	235	346.3	354.3
212930_at	113.8	90.5	147	165.5	131.8	104	174.3	169.5	194.5	188.8
212931_at	311.5	307	586	448.3	590	321	454.5	488	537.3	497.3
212932_at	131.5	111	178.5	212.3	209.5	150.3	177.3	203	183.5	279.3
212933_x_at	3698.8	5154.3	7351.8	4495	6108.3	3163.8	7343.8	4792	5876.8	4205.8
212934_at	99.5	143	127.5	150	171.3	159.8	167.3	162	204.5	202.8
212935_at	231.5	185.5	289.3	274.3	394	222.5	281.5	272.3	331.5	366.5
212936_at	158.5	138.3	267.3	275.5	245.8	156.8	251.8	270	261	351.5
212937_s_at	134.8	102.3	188	197.5	229	164.3	170.8	175.8	214.5	307.8
212938_at	117.5	106	160.3	196	201.8	114	168.8	119.3	178	283.5
212939_at	118.8	104.5	158.5	137.3	171.3	123.3	131.8	144	188.3	229.3
212940_at	92.8	90	117	131.3	136	117.8	129	119.3	146.5	328
212942_s_at	124	85	121.3	153.5	191.8	122	148.5	161.8	148.5	191.3
212943_at	137.5	171.8	227.8	183.3	215.3	278.5	316.8	413.3	338	300.3
212944_at	169.5	115	210	168.3	207	122.3	202.8	244	245.8	223.8
212945_s_at	153	116.3	174	168	200.3	154.3	174.3	183.8	203	214.5
212946_at	211	151.8	218	238	329.5	191.5	248.5	242	245.5	268
212947_at	169	206.3	247	188.3	272.8	182.3	245.3	214.8	278.3	321.3
212948_at	233	196.8	337.5	322	420.8	267.3	298.5	348	335.3	333.8
212949_at	165.8	122	233	219.3	240.8	138.8	233.8	203	206.8	290.5
212950_at	110.5	71.5	106.3	115	113.5	95.8	114.8	109.5	120	202
212951_at	123.3	98.3	204.5	180.5	205.8	139.8	160.3	163	180.3	309.5
212952_at	195.3	171.3	209.3	198.3	182	132.5	222.5	297	213.8	368.3
212953_x_at	430.8	625.5	772.5	455	896.8	454	811.3	748.5	889.3	614.8
212954_at	170.3	206.3	279.8	225.8	411.5	273.3	285.5	297.3	278.5	391.3
212955_s_at	208.5	231.3	277	302.3	496.5	215.3	229.8	242.3	295	333.3
212956_at	494.5	216.8	610.5	478.5	507.8	584	588.5	672	721.8	483
212957_s_at	122.8	139.5	178.8	169	225.3	162.3	157.5	158.3	191	286.3
212958_x_at	156.8	91.3	118	154	156	124	176.3	139.8	167	244.5
212959_s_at	211.3	290	173.3	298.5	543	337.8	153.3	193.8	298.8	216
212960_at	220.5	135.5	294	336.5	264.5	233.3	258.8	275.3	285	419.5
212961_x_at	188.5	153.5	311.8	306.8	437.8	246.3	308.8	382.3	327.8	409.5
212962_at	169.8	119.3	164.5	201.5	207.3	134.3	186.8	163.5	176.3	275.8
212963_at	166.8	120.3	190.5	215.5	229.3	149	177	176.8	197.5	289
212964_at	128	110.5	162.3	134.3	246.3	116	130.5	149.3	198.8	212
212965_at	127	111.3	176	199.5	213.8	133.3	171	170.8	185.5	336.5
212966_at	128.5	112.3	173	161	248.5	114.8	156	162.3	204.3	270.8
212967_x_at	992.3	949.8	1504.5	1189.5	1387.3	838.5	2091.3	1934.5	1762.3	1400.3
212968_at	172.8	155.3	234.5	259.3	316	193	235.8	227.8	215.3	334.3
212969_x_at	258.3	262.3	470.8	332.8	500.8	391.5	398	426.5	441.5	450.3
212970_at	208.5	233.3	228	215.8	320.5	268.3	190	200.5	223.5	251.3
212971_at	349.5	428.5	505.5	518.5	632.8	385.5	463	557.5	564.5	521
212972_x_at	200.8	149.5	225	269.3	235.5	180.5	263	210.8	233.8	275
212973_at	234.3	196.3	370.8	362.3	328.8	223.3	417.3	322.3	407	379.3
212974_at	111.3	88.8	257	149.3	144.8	115	198.8	266.3	254	331.5
212975_at	183.5	137	455.8	255.5	234.5	177.3	382.5	445.8	442.3	527.3
212976_at	87	64.5	71.3	83	87.5	75.8	93.5	71.5	92.3	149.3
212977_at	68.3	76	86.8	84.8	153.5	93.5	103	86.5	103.8	179.5
212978_at	141	115.5	145.5	216.3	190.3	167.5	150.5	162	168	204.5
212979_s_at	87.5	75.3	110	110	116.3	93.8	102.5	105	120	220.5
212980_at	201.3	224.8	211	172.8	295.8	309.8	203	279.8	259	265.3
212981_s_at	62	55.3	69.5	79	81.3	73.3	71.5	66	82.5	129.5
212982_at	258.5	293.8	382.3	375.5	356.5	363.8	309.5	477.3	446	389.8
212983_at	115.3	137.3	160.5	153.8	163.5	146.5	135.5	168.8	177.3	271.3
212984_at	94	94.5	101.8	133.3	114	102	111.5	118	138.5	189.5
212985_at	140	120.3	161.5	158.5	228.8	145	125	159.5	130.3	208.5
212986_s_at	225.5	214	409.8	371.5	494.8	251	355.8	425.8	409.3	418.8
212987_at	280.5	325.5	542.8	458.8	536.8	303.3	463.5	462.3	527	459.5
212988_x_at	1822.8	2153.3	3314.5	4206	3590	1772	4399.5	2677	4432.3	2644.8
212989_at	75.8	64	116.3	93.5	128.3	89.3	96	100.3	119.8	153.5
212990_at	67	70.8	89.3	97.5	98.3	82.3	98.3	95.8	122.5	148.3
212991_at	167	128.8	207.8	212	258.5	166.5	169.5	205.8	215.5	268.3
212992_at	82.5	74.5	99.8	108.5	110.5	87.3	98	87	114	184.3
212993_at	81.3	64.5	84.3	88.3	98.3	81.3	118	89.8	113.5	237
212994_at	257.5	191.8	323.3	331.8	358	268.8	309.3	347.3	298.3	322.5
212995_x_at	337.3	547.3	619.8	425	648.3	332.3	531.3	451.3	674	745.8
212996_s_at	106.5	105.3	170.8	140.5	171.3	114	152.5	159.8	165	246
212997_s_at	245	199	344.8	295.5	356.5	206	220.8	365.5	349.3	315.5
212998_x_at	460.5	1227.8	1633.5	1873	1793.5	661.8	1181.3	1481.3	1716.8	1625.8
212999_x_at	92.8	180	235.5	300.3	400.8	214.5	328	305	364	440.3
213000_at	150	131	201	165.8	259.3	203	171.8	204.3	223.8	245.5
213001_at	195.3	157.5	251	257.3	303	153.5	242.8	233	255.5	319.8
213002_at	158.5	135.5	191	202	223.3	111.3	200	175.3	222.5	319.5
213003_s_at	86.5	82.3	133	133.3	137.3	87.3	149	164	152.3	287.3
213004_at	129.3	84	143	174.3	172.3	105.5	115.8	119.5	148.3	226.5
213005_s_at	142.3	107.5	122.5	123.5	319.3	214.3	133.3	125.3	152.8	228.8
213006_at	68.5	61	80	89	86	68.3	88.5	83.3	99	191.8
213007_at	99	90.5	160.3	142	126.3	114.3	151.3	127.8	145	264
213008_at	149.3	102	140.3	195.8	159	133.8	151.3	141.3	163	243.3
213009_s_at	209.8	186.3	251.8	309.8	323	230.5	271.3	295	321	308.8
213010_at	121.5	84.8	102.8	148.3	148.8	99.3	153.8	106	152.3	257.3
213011_s_at	287.5	412	610.3	676	1022.3	283.3	659.3	653.3	784	669.5
213012_at	82	71.3	91.5	119	114.8	86.5	100	97.5	102.8	204.3
213013_at	128.5	92	176.3	169	199.5	127.5	179.5	215	206.8	304.5
213014_at	101.3	92	118.5	144	149	101	133.5	123.3	146	215
213015_at	202.8	151.8	375.3	341.3	243.3	216.3	361.8	380.8	250	333.8
213016_at	181	143.8	275.5	302	224.3	149.8	346.5	376	265.8	273.3
213017_at	132.8	181.8	200.8	189.5	282.3	269.8	125.8	198	242.5	213
213018_at	189.3	153.3	192	216	386.3	222.5	166.5	232.5	229.3	286
213019_at	119.8	157.3	173.5	189.3	201	149.8	168.8	190.3	206.3	206
213020_at	186.3	133.8	141.3	217.5	277.5	171	218.3	219.3	226	272.5
213021_at	135.3	125.8	173.5	183	218.5	138.5	179.5	198.8	216.8	245.3
213022_s_at	173.3	125.8	292	267.5	214.3	188.5	252.3	393.3	307.5	405.5
213023_at	105.8	80.3	177.3	183.5	150.3	157.3	194.5	247.8	217.5	311.8
213024_at	90.8	90.5	115.5	134.3	123.3	84.8	121.5	128.3	143.3	197.5
213025_at	109	134.3	215.8	170.8	225.8	105.5	198.5	258.5	323.5	256.3
213026_at	210.5	218.5	329	299.8	310	251.5	264	333	322.8	379.3
213027_at	120.3	145.5	136.3	136.5	169.3	128.8	132.5	144.5	157	255.8
213028_at	237	237.3	271.8	301.8	372.3	260.8	294.5	313.3	334.5	336.8
213029_at	106.5	79.3	112	122.8	159.8	111	124	102.3	135.3	269.3
213030_s_at	140.5	89.3	146.3	184.3	165	125.5	165	144.5	165.8	270.3
213031_s_at	257.8	202.3	338	330.5	424.8	284.8	288	314.5	309.8	361.8
213032_at	76.5	61.3	83.5	89.5	91.8	81	99.5	76.8	104.5	210.3
213033_s_at	83.5	76.3	109	105	130	101.3	97.5	84.5	122.8	173.3
213034_at	335	325	511.8	428.5	445.8	442.5	410.3	445.5	471.5	509.8
213035_at	187.8	174.8	249.3	258	308.8	209	229.3	265.3	291	333.3
213036_x_at	669.8	586.8	1457.8	1172.3	1742.5	1242.5	1203.3	1606.5	1185	1167.8
213037_x_at	408.8	513	563.5	498.3	734.8	546.5	460	621.3	695	631.5
213038_at	116.8	153.5	171.8	149	283	134	191.8	159.3	188.5	239.3
213039_at	527	683.5	1752.8	871.3	1575	595.5	1259.8	1994.3	1933.3	1473
213040_s_at	107.5	100	133.5	125.3	141.3	110.3	116.5	118	146.3	254.5
213041_s_at	210.8	265.3	430.3	371.8	504.8	200.8	361	381	418	470
213042_s_at	155.3	103.5	341	301.8	322	220.3	335.5	332.3	274.3	357.5
213043_s_at	194.5	177.3	257	238.8	321.8	237.5	237.3	237.8	279.3	370
213044_at	278.3	307.5	381.3	551.3	327.5	451.5	352.3	457.3	443.3	487
213045_at	193.5	223.3	412.5	260.3	323	310.5	293.5	319.5	390.5	485
213046_at	362.3	278.8	581.5	525.3	743.8	440.8	560.3	696	520.3	413.5
213047_x_at	547.5	597.8	1264.8	912.5	1425.3	601.5	1114.5	1202.5	1213	1201.8
213048_s_at	1253.8	857	2120.8	1898.3	1886.3	990.3	2006	1994	1964	1335.5
213049_at	132.3	201	262.3	209.8	248	238.8	223.5	274.5	278.5	246.8
213050_at	134.8	102.5	124.5	162	180.5	128.5	141.8	139.3	148.8	221.8
213051_at	422.8	556.5	821.3	495	774	470	657	747.8	909	683.3
213052_at	275.3	270.8	422.5	420.5	565.8	327.3	389.8	391.3	487	541
213053_at	140.3	115	195.3	215	216	152.8	198.3	217.3	189.3	284.8
213054_at	99	87.8	110.8	112.5	167.5	121.5	126.3	111.3	174.8	285
213055_at	184.5	136.3	305.5	238	331.8	204.8	274.5	388	234	304
213056_at	67.8	74.3	76.5	84	116	79.3	85.8	76.8	91.3	179.5
213057_at	140.5	146	205	159	251.5	163.3	187.3	191.5	217	294.8
213058_at	161.8	235.8	223	209.8	287.3	231	209.5	203.3	279	261
213059_at	256.5	206.3	343.8	335	387	252.5	329.5	322.3	344.8	412.5
213060_s_at	126.5	96.3	244	175.3	213.5	396	201.3	180	265.5	292.8
213061_s_at	114.3	149.3	179.5	181.5	207.8	137.8	207.5	188.3	228.8	241.3
213062_at	174.3	191.3	255.8	220.3	263.3	240.3	197.5	271.5	259.3	321.5
213063_at	187.3	147.3	200	223	283.5	209.8	161.8	197	225	250.3
213064_at	148.5	86.8	151.3	178.8	183.3	154.3	131.8	158.3	178.3	211.5
213065_at	358.5	435.8	479.8	458.3	504.8	527	572.3	657.3	589	577.5
213066_at	228	197.3	221.8	226	275.3	191.8	286.8	287.3	267.8	333
213067_at	89.3	81.3	110.5	120.8	125.8	93.5	114.5	112	132.3	217
213068_at	102.8	79.3	129.5	145.8	132.8	95.3	90.5	106.8	133.8	210
213069_at	115	159	149.5	119.8	149.5	99.3	191	126.5	252	262.8
213070_at	119	106	137	143.5	162.3	158.3	139.8	176.3	214.5	242.3
213071_at	136.3	89.3	114.8	162	164.8	110.5	147	129	139.5	218.3
213072_at	143.5	117.5	147	165.8	186	135	170.8	161.8	155.8	276.5
213073_at	155	147.5	199.3	179.5	250	167	172.8	214.3	219.3	280.3
213074_at	398.5	383	543.3	517.5	374	486.5	649	682	491.8	471
213075_at	160.3	118.3	205.8	232	320.5	150	204.3	196.8	200.5	309
213076_at	204.5	154	255.8	256.5	327.3	206	228.3	223.8	265.8	322.3
213077_at	200.5	242	287	328.5	304.3	240	271.3	349	393.3	287.3
213078_x_at	157	130.5	182.5	167.3	254.3	158	201.5	206.8	217.3	287.3
213079_at	297	284.3	342.3	356.3	407.3	258.3	347.8	346.5	351.8	428.5
213080_x_at	3426.3	4105	5591.5	3316	4184.5	2687.5	4873.3	4173	6421.3	3815
213081_at	227	155.8	308.5	292.5	312.8	209.3	300	303.8	247.3	355.3
213082_s_at	172	153	134	198.3	350.3	144.5	139.5	137.8	150.5	245.5
213083_at	186.8	189	143.8	211.3	323.8	156.3	153.5	158.3	188.3	301.8
213084_x_at	8613	10495.3	13032.5	10293.5	11618.3	8970	19941.3	12507.3	11054	11013.8
213085_s_at	145.8	112.3	199	191	205	127	192.8	163	217.5	326
213086_s_at	207	236	312.5	267	338.8	235	260	328.3	353.3	342.5
213087_s_at	145.5	128.5	210.8	223	223.5	171.5	180	200.8	228.5	265.8
213088_s_at	189.3	172.5	251	223.8	338	185	237.3	271.5	275	322
213089_at	509.8	303.3	603.8	577	629	502.3	513.5	671.5	738.3	494
213090_s_at	112	184	248.5	144.8	188.3	180.5	184	201.3	233	298.3
213091_at	308.8	238.3	457.8	449.5	474.5	320	401.8	398	368.3	489.5
213092_x_at	110.5	75.3	111.3	111.5	116.3	101.5	110.5	101.5	129	187.3
213093_at	149.3	92.5	139.3	138.3	156.3	117.5	162.5	145.3	184.8	213.8
213094_at	83.3	70.5	89.5	101.8	107.5	79.3	95.3	90.3	91.8	157.8
213095_x_at	245	184.5	373	283.8	355.8	223	568.3	390	511	525.5
213096_at	157.3	120.3	198.3	253.5	227.3	146.8	227.5	194.8	220.3	350
213097_s_at	158	214	226.8	268.5	239.3	212.3	241.5	236	309	343.5
213098_at	132.3	106.3	168.3	152	187.5	134.3	173.5	152.3	192	266.5
213099_at	226	196.3	343.5	365.8	592.5	265.5	329.5	315.8	383.5	394.8
213100_at	162	128	192.3	213.8	216	148.5	181.5	206.5	226.8	317.3
213101_s_at	980.3	1157.3	1692	977.8	1844	1247.3	2291.3	1993.5	1896.3	1361
213102_at	190	211.3	300.8	260.3	369.8	301.8	329.8	389.8	447	415.3
213103_at	140.5	107.5	148.5	160.3	202.3	121.3	159.8	165.3	163.3	272.5
213104_at	146	163.3	191.3	172.3	284.3	144.8	209.5	203.8	245.3	281.3
213105_s_at	173	155.5	223	250.5	263	166.5	234	214.8	298.8	359
213106_at	102.5	130.8	240.3	222	173.3	137	226.5	260.8	253	335.5
213107_at	135.3	119.3	189	159.5	178	154.5	169.3	148.8	202	261.5
213108_at	219	138	249.8	315.5	275.8	196.8	227.3	257.8	252	338.5
213109_at	123.8	90.8	158.5	125.5	156	122.8	161.8	138.3	170.8	285.3
213110_s_at	95.5	75.5	99	135.8	110.5	100.3	98.8	99.5	114.8	183.5
213111_at	134.5	214.3	276.3	190	227.3	378.3	344	367.8	350.3	358.8
213112_s_at	170	145.3	210.3	227.3	214.3	161.8	219.3	219.5	235.5	325.3
213113_s_at	206.3	176.8	271.3	280.3	327.5	200.5	282.5	255.8	304.3	421.3
213114_at	113.3	117	155	185	198.8	133	166	146.5	158.3	275.8
213115_at	180.3	174.5	271.3	276	354.8	193	233.3	286.5	245.8	283
213116_at	129.5	191.3	156.3	278.3	237	281.5	173	180.5	189.3	262
213117_at	105.5	69	98.8	120	144.3	100	101	101.5	120.8	220.5
213118_at	81	90.3	124.8	119	114	90.8	147	163.8	148.5	198
213119_at	137.8	130.8	190.5	225.5	228.3	178.3	178.5	193	231.5	270
213120_at	71.3	59.3	78	74.3	88.3	69.5	82	78.8	95.8	208.3
213121_at	170.8	107.8	233.8	248.3	264	141.3	202	268	206.5	342.5
213122_at	88	81.5	205.5	121.3	120	101.3	167	182.5	202.8	277.3
213123_at	166	148.5	182	207	279.3	170.8	208	205.8	260.8	269.3
213124_at	128	100.8	128.5	146.5	191.3	116.8	141.8	141.3	179.5	240.3
213125_at	128	98.5	149.8	157.5	186	115	168.8	176	194.3	224.3
213126_at	126.5	111.5	141.5	174.5	242.8	148.5	137.8	147.8	136.3	224
213127_s_at	201	154	195.8	251.3	318.3	220	208.3	216	239	334
213128_s_at	96	112.5	185.3	150	167.8	109	173.8	170.3	197	200.8
213129_s_at	86.3	82.3	112.3	124.8	127.5	91.3	120.3	104.3	131.5	167.3
213130_at	172	144.3	223.5	229.5	255.5	163.3	214.8	224.3	232	289.5
213131_at	106.3	79.3	116.3	125.5	124	100.3	116.5	113.5	133.3	253.5
213132_s_at	102	111	120.3	128.3	181.8	112.5	153.8	118.3	130.5	293.5
213133_s_at	103.5	84.3	137	159.3	192	117.3	110	148	152.8	207.5
213134_x_at	151.3	157	252	318	187.3	160.5	253.3	240.5	333.5	320.3
213135_at	102.5	87.5	133.5	115.8	143.3	101.3	157.8	119.3	185.3	223.5
213136_at	503	449	591.8	660.5	735.8	571.5	517	564.8	637.3	690.8
213137_s_at	234	265.3	230	318.8	357.5	359.8	218.5	240	340.5	272.3
213138_at	169.5	156.5	287	221.8	241.3	174.5	286.8	272.5	322	317.8
213139_at	71.5	61.3	71	83.5	91	78.3	80.5	70.5	90.3	195.3
213140_s_at	104.5	90.3	112.5	121.3	199	119	139	120	198	231.3
213141_at	151.3	106.3	191.8	184.5	226.8	183.8	170	188.5	232.5	338.8
213142_x_at	546.5	863	785.5	899.8	1143.5	921.5	797.5	1176	957.3	671
213143_at	184.3	120	218.3	236.3	261	165	204	229.3	226.8	329.5
213144_at	166.8	147	236.3	229	390.8	184.8	285	207.8	234.8	298
213145_at	150.3	172	226.8	173.3	466.8	176.8	223.8	276.3	295.5	306.8
213146_at	180.8	140.3	280	207.3	354.8	183.3	261.8	296.8	291.3	289
213147_at	159	126.3	226.8	251.3	282	171.8	212.3	222	228.5	321.5
213148_at	137.5	91.8	149	163	154.8	132.5	140.5	137	186.8	243.5
213149_at	105.5	78.3	116.3	127	127.5	111	95.5	112	156.5	233
213150_at	106.5	91.3	126.5	136	129.3	92.8	124	123.5	126.5	200
213151_s_at	974	1117.8	999.3	1182.5	1144.8	1231.5	1132.8	1070.8	1108.8	1024.3
213152_s_at	248.5	220.3	471.3	293	505.8	179	302	457	418	400.3
213153_at	523.3	395.5	764	510	777.8	584.3	747.3	703	679.8	780.3
213154_s_at	216.3	155	292	439.8	462.3	363.8	237.3	255	285	358.8
213155_at	164.5	112.8	159.3	186.3	226.3	141	170.3	166	215.3	292
213156_at	130	158.8	251	386.8	206.5	208	240.5	296	211	236.3
213157_s_at	155.3	100.5	143.8	179.5	170	131.3	176.5	140.3	167	309
213158_at	106	124.3	173.8	278.5	136.5	155	208.8	251	224	190.3
213159_at	148	101	191.8	209	223.5	142.5	200.8	198	188	283
213160_at	235	261.5	492.8	406	449.5	215	396.5	474.8	645.3	713.5
213161_at	156.5	131.3	220.3	209.8	333.3	169.5	234.3	217.8	276.3	288.3
213162_at	128	119	169.8	172	225	133.8	170.8	163.8	182.8	241.3
213164_at	190.3	173.5	258.8	202.3	278.8	249	236.3	270	324	419.5
213165_at	191	233.3	274.5	266.3	235.8	273	236.8	295	302.5	329
